Overriding: dataset = zulu
Overriding: compile = False
Overriding: always_save_checkpoint = False
Overriding: max_iters = 45000
tokens per iteration will be: 491,520
found vocab_size = 10000 (inside data/zulu/meta.pkl)
Initializing a new model from scratch
number of parameters: 92.63M
/home/anxtem001/LanguageModel/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 50, with 93,401,088 parameters
num non-decayed parameter tensors: 25, with 19,200 parameters
using fused AdamW: True
step 0: train loss 9.3243, val loss 9.3273
iter 321: loss 5.7136, time 3093.36ms, mfu 34.09%
iter 322: loss 5.7972, time 3094.40ms, mfu 34.08%
iter 323: loss 5.7145, time 3092.74ms, mfu 34.08%
iter 324: loss 5.9388, time 3090.82ms, mfu 34.08%
iter 325: loss 5.8024, time 3093.89ms, mfu 34.08%
iter 326: loss 5.7626, time 3093.80ms, mfu 34.08%
iter 327: loss 5.7448, time 3092.55ms, mfu 34.08%
iter 328: loss 5.8059, time 3095.24ms, mfu 34.08%
iter 329: loss 5.6753, time 3094.29ms, mfu 34.08%
iter 330: loss 5.7148, time 3093.60ms, mfu 34.08%
iter 331: loss 5.8282, time 3092.64ms, mfu 34.08%
iter 332: loss 5.4744, time 3093.66ms, mfu 34.08%
iter 333: loss 5.7921, time 3094.86ms, mfu 34.07%
iter 334: loss 5.8436, time 3093.75ms, mfu 34.07%
iter 335: loss 5.5883, time 3091.56ms, mfu 34.08%
iter 336: loss 5.6828, time 3094.68ms, mfu 34.07%
iter 337: loss 5.7644, time 3095.24ms, mfu 34.07%
iter 338: loss 5.7542, time 3091.36ms, mfu 34.07%
iter 339: loss 5.8244, time 3091.95ms, mfu 34.08%
iter 340: loss 5.8201, time 3093.95ms, mfu 34.07%
iter 341: loss 5.7700, time 3091.88ms, mfu 34.08%
iter 342: loss 5.5442, time 3092.90ms, mfu 34.08%
iter 343: loss 5.7174, time 3094.83ms, mfu 34.07%
iter 344: loss 5.8667, time 3093.22ms, mfu 34.07%
iter 345: loss 5.7139, time 3091.15ms, mfu 34.08%
iter 346: loss 5.6198, time 3093.38ms, mfu 34.08%
iter 347: loss 5.8101, time 3094.65ms, mfu 34.07%
iter 348: loss 5.8195, time 3092.02ms, mfu 34.08%
iter 349: loss 5.7651, time 3093.34ms, mfu 34.08%
iter 350: loss 5.7613, time 3095.08ms, mfu 34.07%
iter 351: loss 5.7947, time 3092.62ms, mfu 34.07%
iter 352: loss 5.6173, time 3092.83ms, mfu 34.07%
iter 353: loss 5.7643, time 3091.74ms, mfu 34.08%
iter 354: loss 5.5965, time 3094.14ms, mfu 34.08%
iter 355: loss 5.6807, time 3092.08ms, mfu 34.08%
iter 356: loss 5.6650, time 3092.99ms, mfu 34.08%
iter 357: loss 5.7388, time 3093.42ms, mfu 34.08%
iter 358: loss 5.7663, time 3092.27ms, mfu 34.08%
iter 359: loss 5.6678, time 3093.86ms, mfu 34.08%
iter 360: loss 5.7990, time 3095.05ms, mfu 34.07%
iter 361: loss 5.7498, time 3093.01ms, mfu 34.07%
iter 362: loss 5.6388, time 3092.54ms, mfu 34.08%
iter 363: loss 5.6536, time 3093.88ms, mfu 34.07%
iter 364: loss 5.7609, time 3093.02ms, mfu 34.07%
iter 365: loss 5.7479, time 3091.48ms, mfu 34.08%
iter 366: loss 5.3314, time 3092.08ms, mfu 34.08%
iter 367: loss 5.4648, time 3093.23ms, mfu 34.08%
iter 368: loss 5.4901, time 3091.86ms, mfu 34.08%
iter 369: loss 5.6889, time 3093.18ms, mfu 34.08%
iter 370: loss 5.6759, time 3094.75ms, mfu 34.08%
iter 371: loss 5.7038, time 3093.07ms, mfu 34.08%
iter 372: loss 5.7593, time 3093.16ms, mfu 34.08%
iter 373: loss 5.7584, time 3093.64ms, mfu 34.08%
iter 374: loss 5.7990, time 3094.68ms, mfu 34.07%
iter 375: loss 5.5560, time 3092.91ms, mfu 34.07%
